UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
457615,2,50,6,44
457624,2,28,2,26
457633,2,129,4,125
457642,2,59,3,56
457651,2,95,22,73
457679,2,33,1,32
457688,2,1822,1364,458
457697,2,78,36,42
457703,2,105,58,47
457721,2,30,2,28
457730,2,515,122,393
457749,2,102,5,97
457758,2,175,158,17
457767,2,176,33,143
457776,2,84,5,79
457785,2,118,7,111
457794,2,82,11,71
457800,2,363,84,279
457819,2,614,253,361
457828,2,42,13,29
457837,2,109,3,106
457846,2,74,13,61
457855,2,130,6,124
457864,2,113,22,91
457873,2,142,108,34
457891,2,53,1,52
457916,2,76,4,72
457925,2,22,12,10
457943,2,100,57,43
457952,2,206,9,197
457961,2,56,5,51
457989,2,50,2,48
457998,2,33,0,33
458007,2,53,1,52
458016,2,114,99,15
458025,2,11,5,6
458034,2,61,16,45
458043,2,91,1,90
458052,2,60,1,59
458061,2,89,16,73
458070,2,241,21,220
458098,2,80,7,73
458104,2,70,2,68
458113,2,54,27,27
458122,2,1,0,1
458131,2,287,28,259
458140,2,52,49,3
458168,2,87,3,84
458177,2,86,2,84
458186,2,299,89,210
458195,2,3,1,2
458210,2,1528,351,1177
458229,2,1103,282,821
458247,2,309,37,272
458256,2,902,95,807
458265,2,849,419,430
458274,2,305,21,284
458283,2,478,65,413
458292,2,65,0,65
458308,2,15,0,15
458317,2,107,1,106
458326,2,72,3,69
458335,2,138,2,136
458344,2,50,1,49
458353,2,58,4,54
458362,2,77,1,76
458371,2,36,16,20
458380,2,229,32,197
458399,2,59,4,55
458405,2,734,139,595
458414,2,1335,398,937
458423,2,96,26,70
458432,2,244,43,201
458441,2,504,89,415
458469,2,1118,323,795
458478,2,304,37,267
458487,2,161,11,150
458496,2,663,279,384
458502,2,589,98,491
458557,2,368,29,339
458593,2,550,69,481
458609,2,107,9,98
458618,2,57,1,56
458627,2,36,6,30
458636,2,41,2,39
458645,2,45,1,44
458654,2,291,37,254
458663,2,107,14,93
458681,2,172,44,128
458690,2,422,72,350
458706,2,382,23,359
458715,2,278,54,224
458733,2,266,51,215
458742,2,203,61,142
458751,2,243,36,207
458760,2,216,42,174
458779,2,194,31,163
458797,2,303,43,260
458803,2,169,5,164
458812,2,65,0,65
458821,2,94,13,81
458830,2,197,15,182
458849,2,130,13,117
458858,2,170,11,159
458867,2,255,3,252
458885,2,105,27,78
458919,2,3262,984,2278
458937,2,132,45,87
458955,2,156,45,111
458964,2,1221,407,814
458973,2,959,389,570
458982,2,1115,574,541
458991,2,245,61,184
459000,2,117,10,107
459019,2,134,7,127
459028,2,65,5,60
459037,2,151,12,139
459046,2,121,12,109
459055,2,111,4,107
459064,2,105,10,95
459073,2,61,2,59
459091,2,151,100,51
459107,2,641,140,501
459116,2,187,16,171
459125,2,75,4,71
459134,2,44,3,41
459143,2,68,6,62
459152,2,159,38,121
459161,2,90,24,66
459170,2,73,4,69
459189,2,64,3,61
459198,2,248,12,236
459204,2,904,174,730
459213,2,843,163,680
459222,2,48,22,26
459231,2,259,10,249
459259,2,637,85,552
459268,2,685,157,528
459277,2,485,14,471
459286,2,231,12,219
459295,2,86,2,84
459301,2,129,3,126
459310,2,35,2,33
459329,2,161,105,56
459338,2,75,16,59
459347,2,36,2,34
459356,2,84,35,49
459365,2,77,1,76
459374,2,58,5,53
459392,2,105,5,100
459408,2,51,6,45
459417,2,81,63,18
459426,2,84,1,83
459435,2,27,27,0
459444,2,45,1,44
459453,2,138,10,128
459462,2,218,203,15
459471,2,27,0,27
459480,2,30,3,27
459499,2,28,3,25
459514,2,48,23,25
459523,2,35,2,33
459532,2,105,5,100
459541,2,32,3,29
459550,2,152,2,150
459569,2,19,0,19
459578,2,161,6,155
459587,2,357,148,209
459596,2,368,162,206
459602,2,250,135,115
459611,2,249,174,75
459620,2,37,34,3
459639,2,479,429,50
459648,2,139,111,28
459657,2,187,132,55
459666,2,265,222,43
459675,2,247,201,46
459684,2,148,123,25
459693,2,319,248,71
459709,2,438,329,109
459718,2,569,464,105
459727,2,161,81,80
459815,2,96,13,83
459824,2,5,2,3
459833,2,66,18,48
459842,2,428,83,345
459851,2,337,81,256
459930,2,1091,215,876
459958,2,333,99,234
459967,2,313,88,225
459985,2,331,64,267
459994,2,1506,508,998
460002,2,102,13,89
460011,2,146,7,139
460020,2,543,148,395
460039,2,780,256,524
460048,2,634,127,507
460057,2,47,1,46
460066,2,75,5,70
460075,2,54,41,13
460093,2,181,13,168
460109,2,174,13,161
460118,2,151,5,146
460127,2,131,4,127
460136,2,898,178,720
460145,2,220,143,77
460172,2,170,161,9
460181,2,703,133,570
460190,2,521,71,450
460206,2,681,120,561
460215,2,476,444,32
460349,2,118,45,73
460358,2,535,119,416
460367,2,433,108,325
460385,2,55,5,50
460394,2,8420,3719,4701
460446,2,224,25,199
460455,2,61,13,48
460464,2,9648,4413,5235
460473,2,15,1,14
460482,2,223,23,200
460516,2,162,7,155
460525,2,255,22,233
460534,2,458,23,435
460543,2,1006,979,27
460552,2,56,14,42
460561,2,53,0,53
460570,2,257,36,221
460589,2,317,29,288
460598,2,594,121,473
460604,2,41,40,1
460613,2,785,312,473
460631,2,53,4,49
460640,2,66,19,47
460659,2,96,8,88
460668,2,356,81,275
460677,2,613,131,482
460686,2,143,46,97
460695,2,49,7,42
460701,2,220,70,150
460710,2,180,12,168
460729,2,2628,1677,951
460738,2,2346,366,1980
460747,2,386,334,52
460756,2,426,27,399
460765,2,59,2,57
460774,2,600,58,542
460783,2,235,42,193
460808,2,12,2,10
460817,2,475,57,418
460826,2,485,56,429
460835,2,752,53,699
460844,2,451,79,372
460853,2,495,41,454
460862,2,348,25,323
460871,2,364,44,320
460899,2,422,163,259
460905,2,58,1,57
460914,2,177,2,175
460923,2,506,102,404
460932,2,55,0,55
460950,2,64,19,45
460969,2,114,32,82
460978,2,154,8,146
460987,2,64,2,62
460996,2,100,2,98
461005,2,269,36,233
461014,2,617,38,579
461023,2,1089,172,917
461032,2,113,60,53
461041,2,469,48,421
461111,2,35,29,6
461148,2,1344,752,592
461157,2,50,46,4
461175,2,179,33,146
461193,2,89,2,87
461218,2,54,4,50
461227,2,47,2,45
461236,2,156,74,82
461245,2,338,91,247
461254,2,31,9,22
461263,2,77,20,57
461272,2,65,0,65
461281,2,154,8,146
461290,2,50,1,49
461306,2,138,54,84
461315,2,106,28,78
461324,2,249,72,177
461333,2,19,19,0
461342,2,13,0,13
461351,2,1135,213,922
461360,2,34,2,32
461379,2,18,1,17
461388,2,41,5,36
461397,2,270,38,232
461403,2,30,2,28
461412,2,96,31,65
461421,2,225,13,212
461430,2,308,303,5
461449,2,110,16,94
461458,2,33,1,32
461476,2,30,17,13
461485,2,4,4,0
461494,2,175,8,167
461500,2,43,6,37
461528,2,110,50,60
461537,2,25,0,25
461546,2,35,2,33
461555,2,132,7,125
461564,2,59,38,21
461573,2,97,94,3
461582,2,95,0,95
461591,2,134,15,119
461607,2,90,5,85
461616,2,29,1,28
461625,2,6,6,0
461634,2,51,19,32
461643,2,32,6,26
461652,2,67,6,61
461661,2,6,0,6
461670,2,68,7,61
461689,2,211,8,203
461698,2,116,94,22
461704,2,176,15,161
461713,2,37,2,35
461722,2,71,2,69
461731,2,39,0,39
461740,2,28,23,5
461759,2,124,61,63
461768,2,128,2,126
461777,2,41,13,28
461786,2,51,2,49
461795,2,350,215,135
461801,2,51,5,46
461810,2,59,10,49
461829,2,221,24,197
461838,2,139,2,137
461847,2,33,33,0
461856,2,272,117,155
461865,2,78,9,69
461874,2,66,10,56
461883,2,60,26,34
461892,2,151,12,139
461908,2,113,4,109
461917,2,174,9,165
461926,2,120,4,116
461935,2,28,1,27
461944,2,74,3,71
461953,2,92,12,80
461962,2,462,217,245
461971,2,66,3,63
461980,2,228,9,219
461999,2,34,0,34
462008,2,255,19,236
462017,2,68,0,68
462026,2,13,0,13
462035,2,65,12,53
462053,2,86,4,82
462062,2,83,2,81
462071,2,239,13,226
462266,2,79,27,52
462309,2,110,7,103
462318,2,115,70,45
462327,2,78,37,41
462336,2,35,2,33
462345,2,162,0,162
462354,2,140,74,66
462363,2,168,123,45
462372,2,313,257,56
462390,2,66,15,51
462406,2,31,11,20
465812,2,1215,323,892
466152,2,251,48,203
466161,2,139,37,102
466170,2,360,83,277
466189,2,262,97,165
466514,2,269,37,232
466523,2,70,8,62
466921,2,488,53,435
466930,2,258,33,225
467058,2,169,140,29
467094,2,272,9,263
467155,2,705,83,622
467340,2,144,140,4
467368,2,301,34,267
467508,2,89,5,84
467517,2,86,1,85
467526,2,68,1,67
467535,2,128,7,121
467544,2,41,1,40
467553,2,52,4,48
467562,2,65,5,60
467571,2,80,6,74
467580,2,37,2,35
467599,2,86,5,81
467605,2,90,5,85
467614,2,75,4,71
467623,2,70,3,67
467632,2,119,8,111
467641,2,146,4,142
467650,2,58,3,55
467669,2,83,5,78
467678,2,89,6,83
467784,2,634,81,553
467793,2,142,37,105
467809,2,98,5,93
467863,2,179,9,170
467872,2,196,7,189
467881,2,545,69,476
467906,2,175,9,166
468015,2,346,191,155
468024,2,354,74,280
468246,2,224,19,205
468255,2,152,7,145
468398,2,203,104,99
468705,2,194,8,186
468723,2,920,276,644
468732,2,380,71,309
468769,2,97,30,67
468866,2,65,4,61
468875,2,205,5,200
468893,2,123,1,122
468963,2,219,208,11
469054,2,520,80,440
469124,2,453,130,323
469133,2,326,77,249
469142,2,459,98,361
469151,2,191,45,146
469160,2,248,60,188
469188,2,50,9,41
469197,2,140,4,136
469391,2,2,0,2
469407,2,270,100,170
469416,2,274,96,178
469568,2,105,12,93
469586,2,45,9,36
469610,2,823,56,767
469629,2,182,159,23
469638,2,313,177,136
469647,2,229,27,202
469911,2,78,6,72
469920,2,92,9,83
469957,2,175,15,160
469975,2,99,22,77
469993,2,19,0,19
470047,2,28,13,15
470092,2,535,283,252
470162,2,954,221,733
470223,2,23,2,21
470296,2,23,3,20
470302,2,92,42,50
470393,2,84,5,79
470852,2,66,57,9
470861,2,262,214,48
470870,2,159,141,18
470889,2,377,282,95
470898,2,231,167,64
470904,2,216,168,48
474702,2,88,31,57
474863,2,726,188,538
474881,2,147,117,30
474890,2,451,146,305
474906,2,95,27,68
474915,2,233,14,219
474924,2,172,7,165
474933,2,67,7,60
474942,2,122,5,117
474951,2,893,233,660
474960,2,85,19,66
474979,2,131,35,96
474997,2,350,169,181
475015,2,213,6,207
475024,2,270,118,152
475042,2,355,75,280
475051,2,17,1,16
475060,2,350,76,274
475079,2,237,28,209
475097,2,124,64,60
475121,2,9610,2138,7472
475130,2,192,17,175
475176,2,393,101,292
475185,2,108,58,50
475194,2,297,19,278
475200,2,310,93,217
475255,2,81,51,30
475273,2,1319,284,1035
475282,2,94,16,78
475291,2,144,38,106
475325,2,402,68,334
475352,2,620,89,531
475370,2,741,143,598
475389,2,42,0,42
475404,2,80,2,78
475413,2,45,1,44
475422,2,119,11,108
475431,2,11,1,10
475440,2,9,8,1
475459,2,428,167,261
475468,2,135,12,123
475477,2,126,36,90
475486,2,237,14,223
475501,2,51,42,9
475529,2,57,5,52
475538,2,65,3,62
475547,2,110,5,105
475556,2,147,8,139
475565,2,493,205,288
475574,2,62,49,13
475583,2,111,22,89
475592,2,121,22,99
475608,2,235,177,58
475617,2,602,85,517
475626,2,37,2,35
475635,2,21,4,17
475644,2,24,3,21
475653,2,21,1,20
475662,2,103,3,100
475680,2,18,4,14
475699,2,313,32,281
475705,2,12,3,9
475714,2,343,269,74
475732,2,613,50,563
475741,2,159,19,140
475750,2,308,18,290
475839,2,70,26,44
475866,2,264,25,239
475875,2,128,42,86
475884,2,97,43,54
476063,2,176,174,2
476090,2,53,1,52
476106,2,29,1,28
476115,2,17,0,17
476124,2,12,1,11
476133,2,138,8,130
476142,2,29,0,29
476151,2,23,3,20
476160,2,46,4,42
476179,2,181,6,175
476203,2,31,7,24
476230,2,84,11,73
476294,2,107,7,100
476319,2,31,6,25
476328,2,514,98,416
476337,2,134,133,1
476346,2,310,80,230
476355,2,97,59,38
476373,2,9,3,6
476382,2,259,35,224
476391,2,191,18,173
476470,2,356,160,196
476489,2,16,14,2
476498,2,100,68,32
476504,2,301,49,252
476513,2,60,2,58
476522,2,205,19,186
476531,2,39,23,16
476540,2,118,18,100
476559,2,137,11,126
476568,2,18,14,4
476577,2,80,31,49
476586,2,75,0,75
476595,2,65,16,49
476601,2,49,49,0
476610,2,75,65,10
476629,2,116,4,112
476638,2,21,1,20
476656,2,9,2,7
476674,2,65,5,60
476683,2,188,9,179
476692,2,23,23,0
476708,2,101,74,27
476717,2,298,298,0
476726,2,223,47,176
476735,2,29,1,28
476744,2,48,2,46
476753,2,118,6,112
476762,2,61,3,58
476771,2,24,19,5
476780,2,122,24,98
476799,2,73,13,60
476805,2,65,0,65
476814,2,152,133,19
476823,2,46,2,44
476832,2,41,1,40
476841,2,211,24,187
476850,2,91,64,27
476869,2,193,6,187
476878,2,79,1,78
476887,2,133,0,133
476896,2,99,8,91
476902,2,36,4,32
476911,2,225,204,21
476939,2,87,9,78
476948,2,218,194,24
476957,2,20,0,20
476966,2,233,219,14
476975,2,5578,2798,2780
476984,2,157,9,148
476993,2,130,0,130
477002,2,55,1,54
477011,2,110,51,59
477020,2,160,74,86
477039,2,320,42,278
477950,2,168,63,105
477996,2,227,75,152
478005,2,161,49,112
478014,2,189,47,142
478582,2,164,10,154
478591,2,151,4,147
478616,2,111,5,106
478625,2,203,77,126
478634,2,269,115,154
478643,2,28,24,4
478661,2,214,23,191
478917,2,63,0,63
478953,2,216,11,205
479053,2,102,14,88
479062,2,10,10,0
479123,2,19,1,18
479248,2,147,55,92
479424,2,88,12,76
479549,2,559,458,101
479558,2,312,270,42
479567,2,50,40,10
479576,2,51,48,3
479585,2,143,116,27
479594,2,274,183,91
479600,2,191,164,27
479619,2,72,42,30
479628,2,337,250,87
479637,2,155,115,40
479646,2,171,137,34
479655,2,202,132,70
479664,2,61,56,5
479770,2,128,62,66
479956,2,5389,2555,2834
479965,2,77,20,57
479974,2,61,24,37
479983,2,49,2,47
479992,2,14,12,2
480000,2,56,49,7
480019,2,241,229,12
480028,2,38,31,7
480037,2,496,451,45
480064,2,384,69,315
480073,2,141,60,81
480082,2,238,48,190
480091,2,2140,281,1859
480107,2,458,29,429
480125,2,170,7,163
480134,2,372,119,253
480143,2,203,28,175
480152,2,269,46,223
480161,2,9,1,8
480170,2,86,1,85
480189,2,1032,356,676
480198,2,857,268,589
480204,2,334,70,264
480310,2,194,6,188
480329,2,570,59,511
480338,2,406,54,352
480347,2,70,4,66
480356,2,34,19,15
480444,2,19,11,8
480480,2,89,18,71
480514,2,493,207,286
480523,2,94,2,92
480532,2,136,5,131
480550,2,128,10,118
480569,2,2308,824,1484
480657,2,135,31,104
480693,2,45,20,25
480718,2,103,80,23
480727,2,66,58,8
480736,2,16,7,9
480754,2,28,26,2
480781,2,66,52,14
480815,2,468,84,384
480824,2,134,31,103
480833,2,208,37,171
480842,2,23,3,20
480879,2,26,6,20
480888,2,217,93,124
480897,2,131,90,41
480903,2,259,246,13
480912,2,10,4,6
480930,2,121,8,113
480967,2,191,76,115
480976,2,48,4,44
480985,2,151,1,150
480994,2,59,2,57
481003,2,62,51,11
481021,2,59,37,22
481049,2,11,1,10
481058,2,109,47,62
481067,2,31,21,10
481076,2,9,4,5
481085,2,233,27,206
481100,2,40,7,33
481119,2,180,26,154
481128,2,114,16,98
481137,2,59,33,26
481146,2,100,9,91
481155,2,127,75,52
481164,2,106,73,33
481173,2,35,24,11
481182,2,59,11,48
481191,2,386,101,285
481207,2,55,22,33
481225,2,29,19,10
481234,2,211,97,114
481243,2,80,1,79
481252,2,8,1,7
481261,2,17,0,17
481270,2,13,2,11
481289,2,52,8,44
481298,2,57,0,57
481304,2,97,3,94
481313,2,34,4,30
481322,2,35,2,33
481331,2,56,48,8
481340,2,69,1,68
481359,2,45,2,43
481368,2,17,1,16
481377,2,25,21,4
481386,2,45,5,40
481395,2,30,0,30
481401,2,16,13,3
481410,2,70,70,0
481429,2,165,21,144
481438,2,64,64,0
481447,2,53,7,46
481456,2,28,3,25
481465,2,31,2,29
481474,2,36,0,36
481483,2,200,3,197
481492,2,22,2,20
481508,2,131,6,125
481517,2,49,2,47
481526,2,96,1,95
481544,2,75,41,34
481553,2,96,46,50
481562,2,54,3,51
481571,2,6,1,5
481580,2,71,25,46
481599,2,156,14,142
481614,2,165,129,36
481623,2,170,146,24
481632,2,376,32,344
481669,2,125,118,7
481678,2,79,3,76
481720,2,203,51,152
481739,2,68,1,67
481748,2,196,9,187
481766,2,161,5,156
481775,2,167,33,134
481784,2,9,0,9
481827,2,54,30,24
481845,2,133,7,126
481854,2,401,53,348
481863,2,115,2,113
481890,2,25,2,23
481906,2,66,7,59
481915,2,73,33,40
481942,2,350,84,266
481960,2,118,22,96
481988,2,402,331,71
482015,2,279,94,185
482024,2,54,16,38
482033,2,112,3,109
482060,2,148,7,141
482097,2,228,137,91
482103,2,57,13,44
482149,2,5654,2023,3631
482158,2,7989,3251,4738
482167,2,34,0,34
482176,2,111,10,101
482185,2,43,32,11
482194,2,85,5,80
482200,2,20,0,20
482228,2,91,56,35
482246,2,25,22,3
482255,2,42,39,3
482264,2,323,118,205
482273,2,196,123,73
482307,2,120,46,74
482316,2,158,54,104
482325,2,173,35,138
482334,2,197,58,139
482343,2,149,44,105
482352,2,90,25,65
482361,2,282,63,219
482370,2,198,37,161
482389,2,46,18,28
482398,2,415,181,234
482413,2,1402,962,440
482422,2,1221,831,390
482431,2,7469,4592,2877
482440,2,869,552,317
482459,2,2390,1431,959
482468,2,2729,1226,1503
482477,2,20366,9822,10544
482486,2,263,151,112
482495,2,66,38,28
482501,2,63,32,31
482510,2,185,97,88
482529,2,290,168,122
482538,2,812,487,325
482547,2,293,167,126
482556,2,1458,1038,420
482565,2,495,222,273
482574,2,2822,1542,1280
482583,2,130,68,62
482592,2,88,57,31
482608,2,1114,658,456
482617,2,281,137,144
482635,2,2486,1472,1014
482644,2,93,70,23
482653,2,783,501,282
482662,2,466,310,156
482671,2,148,74,74
482680,2,14851,6591,8260
482699,2,2579,995,1584
482705,2,3519,1685,1834
482857,2,5418,2485,2933
482954,2,308,107,201
482963,2,140,32,108
482990,2,162,33,129
483009,2,73,15,58
483018,2,186,68,118
483036,2,1751,681,1070
483045,2,7796,3028,4768
483054,2,35,31,4
483106,2,101,3,98
483124,2,8227,3159,5068
483212,2,3949,1519,2430
100654,3,4051,1969,2082
100663,3,11200,4631,6569
100690,3,322,126,196
100706,3,5525,3083,2442
100724,3,5354,2187,3167
100751,3,28692,13214,15478
100760,3,1779,656,1123
100812,3,2999,1049,1950
100830,3,4322,1645,2677
100858,3,19761,10091,9670
100937,3,1181,641,540
101028,3,1769,653,1116
101073,3,523,305,218
101116,3,599,160,439
101143,3,1984,1111,873
111461,3,16784,8735,8049
111513,3,167,4,163
111638,3,606,128,478
111708,3,267,224,43
111717,3,345,173,172
111726,3,234,151,83
111744,3,103,100,3
111762,3,88,45,43
111771,3,104,67,37
111799,3,65,18,47
111887,3,20011,9127,10884
111896,3,4029,1461,2568
111920,3,12082,5654,6428
111939,3,17217,7233,9984
111948,3,5940,2442,3498
111966,3,83,41,42
112075,3,1916,723,1193
112084,3,889,420,469
112172,3,11494,5300,6194
112181,3,96,4,92
112190,3,24662,11917,12745
112260,3,1311,676,635
112288,3,354,44,310
112367,3,608,53,555
112385,3,8999,4951,4048
112394,3,457,346,111
112446,3,532,489,43
112455,3,40,3,37
112561,3,2425,1055,1370
112570,3,314,210,104
112686,3,6846,2449,4397
112783,3,268,120,148
112826,3,5468,2278,3190
113096,3,12852,5707,7145
101161,3,4182,1534,2648
101189,3,2358,844,1514
101240,3,5480,2223,3257
101277,3,89,1,88
101286,3,4293,1456,2837
101295,3,4904,1847,3057
101301,3,1604,551,1053
101365,3,318,98,220
101435,3,1100,545,555
101453,3,67,57,10
101462,3,1040,463,577
101471,3,504,385,119
101480,3,7195,3001,4194
101499,3,1037,428,609
101505,3,7494,2937,4557
101514,3,9970,4300,5670
101541,3,331,10,321
101569,3,2894,1197,1697
101587,3,1988,851,1137
101602,3,1372,501,871
101648,3,411,339,72
101675,3,1663,873,790
101693,3,1472,486,986
101709,3,2610,886,1724
101736,3,3235,1320,1915
101879,3,5536,2382,3154
101897,3,2376,897,1479
101912,3,1854,789,1065
101949,3,1218,444,774
101958,3,102,4,98
101994,3,414,138,276
102030,3,3363,1337,2026
102049,3,2995,1039,1956
102058,3,447,255,192
102067,3,4859,2122,2737
102076,3,2161,846,1315
102094,3,11048,4787,6261
102234,3,1269,504,765
102261,3,160,94,66
102270,3,863,443,420
102298,3,894,411,483
102313,3,1262,643,619
102368,3,16208,6175,10033
102377,3,2584,1093,1491
102395,3,80,68,12
102429,3,3212,1141,2071
102553,3,13116,5470,7646
102580,3,26,16,10
102614,3,5729,2530,3199
102632,3,1488,520,968
102669,3,340,118,222
102711,3,1347,1032,315
102845,3,2191,611,1580
103361,3,134,42,92
103501,3,335,60,275
103644,3,2761,742,2019
103723,3,254,189,65
103732,3,43,8,35
103741,3,175,10,165
103778,3,2,2,0
103787,3,77,33,44
103811,3,278,250,28
103893,3,676,111,565
103909,3,691,128,563
103927,3,440,93,347
103945,3,209,53,156
103954,3,47,2,45
103963,3,505,481,24
104090,3,828,157,671
104151,3,38480,21471,17009
104160,3,7442,3247,4195
104179,3,31399,14954,16445
104188,3,216,100,116
104294,3,226,20,206
104346,3,5462,2001,3461
104364,3,684,288,396
104391,3,83,8,75
104425,3,3787,1779,2008
104434,3,53,1,52
104443,3,113,15,98
104504,3,143,38,105
104568,3,273,10,263
104577,3,4812,2306,2506
104586,3,1802,1411,391
104665,3,2,2,0
104708,3,16623,7750,8873
104717,3,34643,8378,26265
104805,3,2238,429,1809
104911,3,210,11,199
105118,3,93,21,72
105145,3,5653,2798,2855
105154,3,20120,9813,10307
105163,3,409,353,56
105172,3,498,428,70
105206,3,4759,1704,3055
105215,3,2049,1948,101
105297,3,1402,441,961
105330,3,22011,9275,12736
105349,3,1641,554,1087
105367,3,335,105,230
105428,3,10234,3921,6313
105482,3,87,28,59
105516,3,3044,1416,1628
105525,3,26600,12168,14432
105534,3,1726,441,1285
105543,3,930,165,765
105589,3,540,242,298
105659,3,621,609,12
105668,3,10217,3493,6724
105677,3,39,38,1
105701,3,64,2,62
105747,3,7687,3661,4026
105792,3,3980,1586,2394
105899,3,491,252,239
105987,3,284,132,152
106041,3,2337,2267,70
106102,3,1369,468,901
106111,3,172,15,157
106148,3,6072,2614,3458
106245,3,8504,3532,4972
106263,3,755,132,623
106281,3,32,8,24
106306,3,1022,650,372
106315,3,37,8,29
106324,3,46,1,45
106342,3,570,264,306
106351,3,134,77,57
106360,3,50,6,44
106397,3,20776,10234,10542
106412,3,2503,1142,1361
106449,3,3217,1277,1940
106458,3,9325,3973,5352
106467,3,8734,3910,4824
106485,3,3024,1264,1760
106494,3,64,3,61
106546,3,918,96,822
106625,3,1894,678,1216
106704,3,9261,3853,5408
106713,3,769,392,377
106795,3,1129,346,783
106810,3,153,81,72
106829,3,286,171,115
106883,3,922,328,594
106892,3,302,9,293
106908,3,482,29,453
106980,3,2445,874,1571
106999,3,1090,348,742
107044,3,4428,2057,2371
107071,3,3190,1406,1784
107080,3,1428,643,785
107099,3,43,1,42
107123,3,76,10,66
107141,3,1770,792,978
107211,3,27,5,22
107220,3,364,18,346
107275,3,15,0,15
107293,3,75,1,74
107318,3,1263,467,796
107327,3,1141,392,749
107363,3,65,6,59
107442,3,79,47,32
107460,3,1885,758,1127
107488,3,252,152,100
107512,3,1513,705,808
107521,3,817,198,619
107549,3,1226,367,859
107558,3,568,278,290
107585,3,2077,874,1203
107600,3,554,185,369
107619,3,986,247,739
107637,3,1415,453,962
107655,3,50,0,50
107664,3,9480,3406,6074
107725,3,1157,366,791
107743,3,553,178,375
107789,3,96,8,88
107831,3,104,5,99
107840,3,330,90,240
107877,3,501,189,312
107974,3,1306,296,1010
107983,3,2640,1108,1532
107992,3,894,455,439
108065,3,25,0,25
108092,3,6508,2866,3642
108232,3,10300,4544,5756
108250,3,510,405,105
108348,3,44,22,22
108649,3,186,4,182
108667,3,5147,2344,2803
108807,3,9692,4709,4983
108852,3,258,114,144
108977,3,45,9,36
109040,3,1770,390,1380
109208,3,27332,12601,14731
109332,3,170,19,151
109350,3,12416,5096,7320
109651,3,1742,871,871
109721,3,404,176,228
109730,3,110,88,22
109785,3,6543,2387,4156
109819,3,15854,7023,8831
109907,3,2866,1131,1735
109934,3,185,11,174
110060,3,259,147,112
110097,3,4324,1639,2685
110185,3,492,289,203
110194,3,45,45,0
110219,3,879,214,665
110246,3,11123,5290,5833
110316,3,75,20,55
110334,3,12724,6141,6583
110361,3,5797,2105,3692
110370,3,1463,561,902
110404,3,977,619,358
110413,3,2882,1301,1581
110422,3,18664,10223,8441
110468,3,254,98,156
110486,3,7226,2827,4399
110495,3,7751,2781,4970
110510,3,15887,6137,9750
110529,3,20857,11825,9032
110538,3,15106,7268,7838
110547,3,11894,4232,7662
110556,3,19911,8583,11328
110565,3,33000,14697,18303
110574,3,12079,4678,7401
110583,3,30440,13204,17236
110592,3,19525,8044,11481
110608,3,33581,15302,18279
110617,3,25991,11292,14699
110635,3,25951,12490,13461
110644,3,26483,11560,14923
110653,3,23517,10743,12774
110662,3,28667,12819,15848
110671,3,18612,9101,9511
110680,3,23792,12263,11529
110705,3,19362,9237,10125
110714,3,15695,7342,8353
110778,3,20,4,16
110875,3,114,6,108
110918,3,30,19,11
110945,3,762,340,422
111009,3,489,275,214
111054,3,219,10,209
111081,3,987,462,525
111188,3,1044,895,149
111434,3,5217,1880,3337
113111,3,4716,2239,2477
113193,3,7964,3873,4091
113218,3,7778,3676,4102
113236,3,14923,6736,8187
113333,3,20496,10619,9877
113397,3,1330,52,1278
113449,3,229,78,151
113537,3,14,8,6
113573,3,8330,3886,4444
113582,3,181,11,170
113634,3,18566,8938,9628
113698,3,1567,404,1163
113856,3,33439,17902,15537
113908,3,566,50,516
113980,3,22222,10811,11411
114044,3,205,18,187
114071,3,397,19,378
114080,3,254,9,245
114123,3,412,85,327
114266,3,7472,3478,3994
114354,3,3459,382,3077
114390,3,637,43,594
114415,3,214,24,190
114433,3,1444,814,630
114460,3,246,12,234
114628,3,47,9,38
114716,3,13362,6719,6643
114761,3,83,1,82
114789,3,18888,8738,10150
114813,3,2496,770,1726
114859,3,22295,10912,11383
114938,3,5267,2555,2712
114947,3,192,100,92
115001,3,14102,6323,7779
115010,3,293,75,218
115083,3,470,218,252
115126,3,11689,5494,6195
115296,3,17042,7562,9480
115357,3,30,2,28
115393,3,8829,4659,4170
115409,3,803,428,375
115454,3,1146,334,812
115472,3,1791,549,1242
115490,3,1668,595,1073
115515,3,1070,416,654
115533,3,1502,413,1089
115658,3,126,9,117
115728,3,800,260,540
115755,3,7748,3617,4131
115773,3,757,162,595
115861,3,6663,2848,3815
115931,3,173,120,53
116226,3,293,24,269
116350,3,268,32,236
116439,3,11725,5872,5853
116466,3,1209,1079,130
116475,3,534,442,92
116484,3,823,698,125
116563,3,184,8,176
116712,3,271,81,190
116846,3,109,54,55
117052,3,12081,5171,6910
117104,3,475,244,231
117113,3,1869,1048,821
117140,3,5128,2148,2980
117168,3,514,208,306
117195,3,2155,946,1209
117238,3,93,18,75
117247,3,10140,4696,5444
117274,3,2290,1684,606
117557,3,97,36,61
117575,3,68,54,14
117627,3,2060,873,1187
117636,3,1101,324,777
117645,3,22475,10200,12275
117690,3,8719,3543,5176
117706,3,17528,8171,9357
117715,3,6129,1877,4252
117724,3,12033,6401,5632
117733,3,16111,6919,9192
117751,3,1112,589,523
